,id,slug,url,name,tags,state,category,description,age,gender,caste,is_minority,is_differently_abled,is_dbt,is_widowed_or_divorced,is_bpl,is_student,occupation
769,761,ihd,https://www.myscheme.gov.in/schemes/ihd,Integrated Horticulture Development,"Vegetables,Covering Fruits,Root And Tuber Crops,Mushrooms,Spices, Flowers,Aromatic Plants, Coconut, Cashewand",Assam,Social welfare & Empowerment,"Under Horticulture sector 'Integrated Horticulture Development' is a major State Plan scheme which supports different activities like necessary civil works, grants-in-aid to the horticulture growers, procurement of tools and equipment's, introduction of new technology etc.","{""general"":{""gte"":0,""lte"":100}}","male,female,transgender",general,false,false,false,false,false,false,
770,763,mnmkvpsy,https://www.myscheme.gov.in/schemes/mnmkvpsy,Mukhyamantri Nirmaan Majadur Kaushal vikaas evan Parivaar Sashaktikaran Yojana,"Business,Skill Upgrade,Empowerment",Chhattisgarh,Business & Entrepreneurship,"Chhattisgarh State Government started ""Mukhyamantri Nirmaan Majadur Kaushal Vikaas Evan Parivaar Sashaktikaran Yojana"" for Building and other construction workers.","{""ews"":{""gte"":18,""lte"":50},""female"":{""gte"":18,""lte"":50},""general"":{""gte"":18,""lte"":50},""obc"":{""gte"":18,""lte"":50},""sc"":{""gte"":18,""lte"":50},""st"":{""gte"":18,""lte"":50},""widowed"":{""gte"":18,""lte"":50}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Entrepreneur
771,764,ses,https://www.myscheme.gov.in/schemes/ses,Self Employment Scheme,"Self Employment,Minorities,Empowerment",Karnataka,Social welfare & Empowerment,"Under this scheme, Subsidies will be provided to the religious minority communities with the help of Nationalized / Scheduled banks to start or improve a small-scale handicraft industry, service sector,  and agro-based activities.","{""ews"":{""gte"":18,""lte"":55},""female"":{""gte"":18,""lte"":55},""general"":{""gte"":18,""lte"":55},""obc"":{""gte"":18,""lte"":55},""sc"":{""gte"":18,""lte"":55},""st"":{""gte"":18,""lte"":55},""widowed"":{""gte"":18,""lte"":55}}",female,"ews,st,general,obc,sc",true,false,false,true,false,false,
772,765,ops,https://www.myscheme.gov.in/schemes/ops,Old-Age Pension Scheme,"Social Security,Financial Assistance,DBT,Retirement Pension",Himachal Pradesh,Social welfare & Empowerment,The Himachal Pradesh government offers an Old Age pension scheme to support elderly citizens who have no means of livelihood. The scheme offers financial assistance to eligible citizens based on their age and income level. ,"{""ews"":{""gte"":60,""lte"":100},""female"":{""gte"":60,""lte"":100},""general"":{""gte"":60,""lte"":100},""obc"":{""gte"":60,""lte"":100},""sc"":{""gte"":60,""lte"":100},""st"":{""gte"":60,""lte"":100},""widowed"":{""gte"":60,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,true,true,false,false,
773,766,fafnd,https://www.myscheme.gov.in/schemes/fafnd,Financial Assistance for Natural Death,"Financial Assistance,Natural Death,Construction Worker,Legal Heir",Maharashtra,Social welfare & Empowerment,"The scheme “Financial Assistance for Natural Death” was launched by the Maharashtra Building & Other Construction Workers Welfare Board (MBOCWW), Labour Department Maharashtra. Under the scheme, the Board provides financial assistance of ₹2,00,000/- to the legal heir of a registered worker who dies.","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Construction Worker
774,767,cras,https://www.myscheme.gov.in/schemes/cras,Campus Recruitment Assistance Scheme,"Recruitment,Campus,Fresher,Assistance,College",Goa,"Business & Entrepreneurship,Skills & Employment","The objective and the scope of this scheme is to provide Campus Recruitment Assistance to the eligible IT Units in Goa. A recruitment assistance of ₹10,000 per Fresher will be provided to the Existing and New units that recruit through Campus recruitment from the educational institutes in Goa.","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
775,768,nyc,https://www.myscheme.gov.in/schemes/nyc,National Youth Corps,"Youth,Sports,Volunteer,IT,Media,Development",All,"Skills & Employment,Social welfare & Empowerment","A volunteership scheme by Ministry of Youth Affairs And Sports to tap the potential of the disciplined and dedicated youth In the age group of 18 to 29 years who have the inclination and spirit to engage in nation building exercises, to serve up to two years in Nation Building activities.","{""ews"":{""gte"":18,""lte"":29},""female"":{""gte"":18,""lte"":29},""general"":{""gte"":18,""lte"":29},""obc"":{""gte"":18,""lte"":29},""sc"":{""gte"":18,""lte"":29},""st"":{""gte"":18,""lte"":29},""widowed"":{""gte"":18,""lte"":29}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
776,769,suman,https://www.myscheme.gov.in/schemes/suman,Surakshit Matritva Aashwasan Yojana,"Pregnant,Health",All,"Health & Wellness,Women and Child",SUMAN Yojana is a maternity benefit initiative by MoH&FW. This program provides affordable and quality healthcare solutions to pregnant women and newborns. The scheme provides zero expense access up to six months after delivery. Upto antenatal check-ups during the 1st trimester are provided.,"{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
777,771,aktinf,https://www.myscheme.gov.in/schemes/aktinf,Abdul Kalam Technology Innovation National Fellowship,"Abdul Kalam,Innovation,Fellowship,Translational Research,SERB,Research",All,"Science, IT & Communications","Indian National Academy of Engineering (INAE) will award ""Abdul Kalam Technology Innovation National Fellowship"" to outstanding engineers to recognize, encourage and support translational research by individuals to achieve excellence in engineering, innovation and technology development.","{""ews"":{""gte"":15,""lte"":70},""female"":{""gte"":15,""lte"":70},""general"":{""gte"":15,""lte"":70},""obc"":{""gte"":15,""lte"":70},""sc"":{""gte"":15,""lte"":70},""st"":{""gte"":15,""lte"":70},""widowed"":{""gte"":15,""lte"":70}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
778,772,pfrs,https://www.myscheme.gov.in/schemes/pfrs,Patent Filing Reimbursement Scheme,"Patent,Reimbursement,Company,Information Technology",Goa,Business & Entrepreneurship,"The objective of the ""Patent Filing Reimbursement Scheme"" is to provide Patent Filing Reimbursement to the eligible Information Technology Units in the State of Goa. A total reimbursement of up to ₹ 25,00,000 per unit for the expenses incurred towards the filing of patents during the policy period. ","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
779,773,lascvjs,https://www.myscheme.gov.in/schemes/lascvjs,Legal Aid To Scheduled Castes And Vimukat Jatis Scheme,"Legal Aid,Scheduled Castes,Vimukat Jatis,Court Cases,Financial Assistance",Haryana,Social welfare & Empowerment,"The scheme “Legal Aid to Scheduled Castes and Vimukat Jatis Scheme” was launched by the Department of Welfare of Schedule Castes and Backward Classes, Haryana on 13th February 1961. ","{""sc"":{""gte"":0,""lte"":100}}","male,female,transgender",sc,false,false,false,false,false,false,
780,774,pmfby,https://www.myscheme.gov.in/schemes/pmfby,Pradhan Mantri Fasal Bima Yojna,"Crop Insurance,Farmers,Kharif,Rabi",All,"Agriculture,Rural & Environment",Pradhan Mantri Fasal Bima Yojana was launched in  2016 with the aim to support farmers by providing an affordable comprehensive risk cover for crops.,"{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Farmer
781,775,iasri-scholarship,https://www.myscheme.gov.in/schemes/iasri-scholarship,IASRI Scholarship For M.Sc And Ph.D,"IASRI,Scholarship,Agricultural",All,Education & Learning,The Indian Agricultural Statistics Research Institute is a premier Institute under the Indian Council of Agricultural Research for conducting research and education in the field of agricultural statistics and computer application in agriculture.,"{""ews"":{""gte"":19,""lte"":31},""female"":{""gte"":19,""lte"":31},""general"":{""gte"":19,""lte"":31},""obc"":{""gte"":19,""lte"":31},""sc"":{""gte"":19,""lte"":31},""st"":{""gte"":19,""lte"":31},""widowed"":{""gte"":19,""lte"":31}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
782,776,tcptc,https://www.myscheme.gov.in/schemes/tcptc,"Tuber Crops Potato, Tapioca, Colocasia","Tuber Crops,Potato,Tapioca,Colocasia,Farmer,Agriculture,Subsidy,Horticulture",Meghalaya,"Agriculture,Rural & Environment","The objective of the scheme is to boost up production and productivity of potato per unit area by providing quality HYV seeds, and equipment at a 50% subsidy. ","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Farmer
783,777,faoapstbc,https://www.myscheme.gov.in/schemes/faoapstbc,Financial Assistance to Old Age Pensioner Suffering From TB/ Cancer,"Cancer,Pension,TB,Senior Citizen,Financial Asisstance",Puducherry,"Health & Wellness,Social welfare & Empowerment","“Financial Assistance to Old Age Pensioner Suffering From TB/ Cancer” by the Dept of Women & Child Development, Govt of Puducherry, was introduced to extend a helping hand by way of financial assistance to Old Age/Destitute Pensioners who are suffering from TB/Cancer to meet the medical expenses.","{""ews"":{""gte"":60,""lte"":100},""female"":{""gte"":60,""lte"":100},""general"":{""gte"":60,""lte"":100},""obc"":{""gte"":60,""lte"":100},""sc"":{""gte"":60,""lte"":100},""st"":{""gte"":60,""lte"":100},""widowed"":{""gte"":60,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
784,778,vs-eacdp,https://www.myscheme.gov.in/schemes/vs-eacdp,Vidyakiranam Scheme-Educational Assistance To Children Of Disabled Parents,"Person With Differently,Parents,Children,Student,Scholarship,Education,Financial Assistance,BPL",Kerala,Education & Learning,"The scheme “Vidyakiranam Scheme-Educational Assistance to Children of Disabled Parents” was launched by the Department of Social Justice, Government of Kerala.","{""ews"":{""gte"":5,""lte"":100},""female"":{""gte"":5,""lte"":100},""general"":{""gte"":5,""lte"":100},""obc"":{""gte"":5,""lte"":100},""sc"":{""gte"":5,""lte"":100},""st"":{""gte"":5,""lte"":100},""widowed"":{""gte"":5,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,true,true,
785,779,doci,https://www.myscheme.gov.in/schemes/doci,Development of Choir Industries,"Coir,Coir Industry,Coconut Fiber,Employment,Puducherry",Puducherry,Social welfare & Empowerment,The Government of Puducherry introduced the Scheme Development Of Choir Industries to promote and develop Coir and Coir based industry in the Union territory of Puducherry.,"{""obc"":{""gte"":18,""lte"":35}}","male,female,transgender",obc,false,false,false,false,false,false,Coir Worker
786,780,ssddap,https://www.myscheme.gov.in/schemes/ssddap,Scholarship To Son And Daughter Of Differently Abled Persons,"Scholarship,Daughter,Son,Differently Abled Person,Tamil Nadu",Tamil Nadu,Social welfare & Empowerment,"The ""Scholarship to Son and Daughter of Differently Abled Persons"" scheme in Tamil Nadu is a government initiative that aims to provide financial assistance to the children of differently abled individuals for their education. ","{""ews"":{""gte"":15,""lte"":100},""female"":{""gte"":15,""lte"":100},""general"":{""gte"":15,""lte"":100},""obc"":{""gte"":15,""lte"":100},""sc"":{""gte"":15,""lte"":100},""st"":{""gte"":15,""lte"":100},""widowed"":{""gte"":15,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
787,781,mbttfb,https://www.myscheme.gov.in/schemes/mbttfb,Maternity Benefit to the Female Beneficiary,"Financial Assistance,Women,Construction Worker,Pregnant",Manipur,"Social welfare & Empowerment,Women and Child","The Manipur Building and Other Construction Workers' Welfare Board (MBOCWWB) provide ""Maternity Benefit"" to female workers registered under the Act. Financial assistance is provided in cases of miscarriage or medical termination of pregnancy, up to two times. ","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Construction Worker
788,782,mbfwb,https://www.myscheme.gov.in/schemes/mbfwb,Maternity Benefit for Women Beneficiaries,"Financial Assistance,Women,Pregnancy,Construction Worker",Nagaland,"Women and Child,Health & Wellness","The ""Maternity Benefit for Women Beneficiaries"" scheme under the Nagaland Building and Other Construction Workers' Welfare Board provides financial assistance to pregnant women registered as beneficiaries and wives of registered beneficiaries. The assistance can be availed up to two times. ","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Construction Worker
789,783,psgs-dip,https://www.myscheme.gov.in/schemes/psgs-dip,Pragati Scholarship Scheme For Girl Students (Technical Diploma),"Scholarship,Girl,Diploma,Education,Student,Higher Education,College Fee",All,"Education & Learning,Social welfare & Empowerment,Women and Child",A scholarship scheme by AICTE for Girl Students admitted in 1st or 2nd Year of the technical diploma course in an AICTE approved institution. The benefits are provided for a period of max. of 3 years for first-year students and a max. of 2 years for second-year admitted students (later entry).,"{""ews"":{""gte"":16,""lte"":100},""female"":{""gte"":16,""lte"":100},""general"":{""gte"":16,""lte"":60},""obc"":{""gte"":16,""lte"":100},""sc"":{""gte"":16,""lte"":100},""st"":{""gte"":16,""lte"":100},""widowed"":{""gte"":16,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,true,
790,784,vpls,https://www.myscheme.gov.in/schemes/vpls,Vrutti Protsaha Loan Scheme,"Loan,Self-employment,Subsidy,Minority",Karnataka,"Skills & Employment,Social welfare & Empowerment","The ""Vrutti Protsaha Loan Scheme"" is an initiative by the Karnataka Minority Development Corporation (KMDC) to promote self-employment and economic activities among minority communities. The scheme provides financial assistance to eligible individuals from minority communities. ","{""ews"":{""gte"":18,""lte"":55},""female"":{""gte"":18,""lte"":55},""general"":{""gte"":18,""lte"":55},""obc"":{""gte"":18,""lte"":55},""sc"":{""gte"":18,""lte"":55},""st"":{""gte"":18,""lte"":55},""widowed"":{""gte"":18,""lte"":55}}",female,"ews,st,general,obc,sc",true,false,false,true,false,false,
791,785,els,https://www.myscheme.gov.in/schemes/els,Education Loan Scheme,"Higher Education,Loans To Students,National Scheduled Castes Finance And Development Corporation",All,"Education & Learning,Banking,Financial Services and Insurance",A scheme named Education Loan Scheme by National Scheduled Castes Finance and Development Corporation (NSFDC) under the M/o Social Justice and Empowerment provides loans to students from Scheduled Castes who are pursuing full-time professional or technical courses in recognized institutions.,"{""ews"":{""gte"":16,""lte"":35},""female"":{""gte"":16,""lte"":35},""general"":{""gte"":16,""lte"":35},""obc"":{""gte"":16,""lte"":35},""sc"":{""gte"":16,""lte"":35},""st"":{""gte"":16,""lte"":35},""widowed"":{""gte"":16,""lte"":35}}",female,"ews,st,general,obc,sc",false,false,false,true,false,true,
792,786,eicftvi,https://www.myscheme.gov.in/schemes/eicftvi,Early Intervention Centre for the Visually Impaired,"Differently Abled Person,Visually Impaired,Social Welfare,Education",Tamil Nadu,"Social welfare & Empowerment,Education & Learning","The ""Early Intervention Centre for the Visually Impaired"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, visually impaired children are identified, assessed and prepared to join main stream education in 6 districts. ","{""ews"":{""gte"":0,""lte"":6},""female"":{""gte"":0,""lte"":6},""general"":{""gte"":0,""lte"":6},""obc"":{""gte"":0,""lte"":6},""sc"":{""gte"":0,""lte"":6},""st"":{""gte"":0,""lte"":6},""widowed"":{""gte"":0,""lte"":6}}",female,"ews,st,general,obc,sc",false,true,false,true,false,false,
793,787,cis,https://www.myscheme.gov.in/schemes/cis,"Banglashree for Micro, Small and Medium Enterprises: State Capital Investment Subsidy (CIS)","MSME,Incentives,Subsidy,Financial Assistance,Entrepreneurship",West Bengal,Business & Entrepreneurship,"“State Capital Investment Subsidy (CIS)” incentives under “Banglashree for MSMEs” scheme implemented by the MSMEs Department, Government of West Bengal, aims to provide Capital Investment Subsidy for its approved project to an eligible micro or small enterprise.","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Entrepreneur
794,788,gmwesma-lsg,https://www.myscheme.gov.in/schemes/gmwesma-lsg,Grant to Meritorious Wards of Ex-Servicemen in Academics (Lump Sum Grant),"Student,Education,School,College,Merit,Ex-Serviceman,Widow",Puducherry,Education & Learning,"Through this scheme, the academically meritorious wards of the ESM / Widows of ESM who have secured the top three ranks in academics are provided with lump sum grants of upto ₹18,000. The application should be submitted within three months from the date of publication of the result.","{""ews"":{""gte"":14,""lte"":100},""female"":{""gte"":14,""lte"":100},""general"":{""gte"":14,""lte"":100},""obc"":{""gte"":14,""lte"":100},""sc"":{""gte"":14,""lte"":100},""st"":{""gte"":14,""lte"":100},""widowed"":{""gte"":14,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,true,Ex Servicemen
795,789,htaschrt4,https://www.myscheme.gov.in/schemes/htaschrt4,Harvesting Tools Assistance for Scheduled Castes (HRT-4),"Harvesting Tool,Scheduled Caste,HRT-4,Farmer,Financial Assistance,Cooperative Society,FPO,FPC,FIG,SHG",Gujarat,"Agriculture,Rural & Environment","Under the scheme, financial assistance is provided to farmers belonging to the SC category as well as to FPOs (Farmers Producer Organizations), FPCs (Farmers Producer Companies), FIGs (Farmer Interest Groups), SHGs (Self-Help Groups), and Cooperative Societies for purchasing harvesting tools.","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Farmer
796,790,cbssc-msy,https://www.myscheme.gov.in/schemes/cbssc-msy,Mahila Samriddhi Yojana,"Women Enterpreneur,Loan,Micro-Finance",All,"Business & Entrepreneurship,Banking,Financial Services and Insurance,Social welfare & Empowerment,Women and Child","This is a micro-financing programme aiming towards the empowerment of women from underprivileged backgrounds or economically backward areas. Through this scheme, these women can apply for a loan at a nominal interest rate to fulfil their dreams and goals and gain financial independence.","{""ews"":{""gte"":18,""lte"":55},""obc"":{""gte"":18,""lte"":55},""pvtg"":{""gte"":18,""lte"":55},""pwd"":{""gte"":18,""lte"":55},""sc"":{""gte"":18,""lte"":55},""st"":{""gte"":18,""lte"":55}}","male,female,transgender","ews,st,obc,pvtg,sc",false,true,false,false,false,false,Entrepreneur
797,791,fmuifdsgc,https://www.myscheme.gov.in/schemes/fmuifdsgc,Fodder Minikits under Integrated Fodder Development Scheme (General Category),"Fodder Minikits,Farmer,Seed",Gujarat,"Agriculture,Rural & Environment","The scheme “Fodder Minikits under Integrated Fodder Development Scheme” is implemented by the Directorate of Animal Husbandry, Government of Gujarat to provide an improved variety of fodder seeds to beneficiaries for widespread publicity, demonstration, and adaptation by farmers.","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Farmer
798,792,dsr,https://www.myscheme.gov.in/schemes/dsr,Drip Sanyantr,"Farmer,Drip Sanyantr,Farming,Agriculture",Rajasthan,"Agriculture,Rural & Environment","Under the Drip Sanyantr scheme, the government gives subsidies to farmers. There is an immense saving of water in this method. Under this method, water is applied drop by drop to the roots of the plants and wastage of water will negligible.","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Farmer
799,793,ssscsss,https://www.myscheme.gov.in/schemes/ssscsss,Special Scholarship to SC Students in Selected Schools,"Scholarship,Bright Student,Financial Assistance,Scheduled Caste,Selected Schools",Gujarat,Education & Learning,"The scheme provides financial assistance to SC students studying in famous private selected schools i.e. Doon School, Dehradun; Sofiya School, Abu; Mayo school, Ajmer; Sainik School, Balachadi; Mahila Sainik School, Kherva; Dist. Mehsana, etc. will be paid actual fees upto limit of ₹50,000/- p.a.","{""ews"":{""gte"":9,""lte"":30},""female"":{""gte"":9,""lte"":30},""general"":{""gte"":9,""lte"":30},""obc"":{""gte"":9,""lte"":30},""sc"":{""gte"":9,""lte"":30},""st"":{""gte"":9,""lte"":30},""widowed"":{""gte"":9,""lte"":30}}",female,"ews,st,general,obc,sc",false,false,false,true,false,true,
800,794,faexgkbocwwb,https://www.myscheme.gov.in/schemes/faexgkbocwwb,Funeral and Ex-Gratia (K.B.O.C.W.W.B),"Labour,Building Worker,Construction Worker,Funeral Assistance,Death,Ex-Gratia",Karnataka,Social welfare & Empowerment,"The ""Funeral and Ex-Gratia'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that provides financial assistance to the nominee of a deceased registered construction worker to cover funeral expenses and an ex-gratia payment to alleviate financial hardship.

","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Construction Worker
801,795,gtegp,https://www.myscheme.gov.in/schemes/gtegp,Goa Tribal's Employment Generation Programme Scheme,"Loan,Employment,Business,Entrepreneurship,Scheduled Tribe",Goa,"Banking,Financial Services and Insurance,Skills & Employment","""Goa Tribal’s Employment Generation Programme Scheme"" provides a subsidy of 40% on the total loan amount i.e. 95% of the project cost. The scheme is for educated unemployed individuals in the 18 to 45 years age group who are members of the tribal communities of Goa.","{""ews"":{""gte"":18,""lte"":45},""female"":{""gte"":18,""lte"":45},""general"":{""gte"":18,""lte"":45},""obc"":{""gte"":18,""lte"":45},""sc"":{""gte"":18,""lte"":45},""st"":{""gte"":18,""lte"":45},""widowed"":{""gte"":18,""lte"":45}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Entrepreneur
802,796,sisfs-fs,https://www.myscheme.gov.in/schemes/sisfs-fs,Startup India Seed Fund Scheme- For Startups,"Startup,Seed Fund,Financial Assistance,Incubator,Grant",All,Business & Entrepreneurship,"The scheme “Startup India Seed Fund Scheme (SISFS)” was launched by the DPIIT on 19th April 2021 with an outlay of INR 945 Crore to provide financial assistance to startups for Proof of Concept, prototype development, product trials, market-entry, and commercialization.","{""ews"":{""gte"":0,""lte"":100},""female"":{""gte"":0,""lte"":100},""general"":{""gte"":0,""lte"":100},""obc"":{""gte"":0,""lte"":100},""sc"":{""gte"":0,""lte"":100},""st"":{""gte"":0,""lte"":100},""widowed"":{""gte"":0,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Entrepreneur
803,812,rad,https://www.myscheme.gov.in/schemes/rad,Rainfed Area Development,"Rainfed,Dryland Agriculture,Watershed,Sustainable Agriculture",All,"Agriculture,Rural & Environment","Rainfed Area Development (RAD) scheme was launched in 2014-15 to mainstream development of rainfed areas in a sustainable manner. It adopts an area-based approach, focuses on Integrated Farming System (IFS) for enhancing productivity and minimizing risks associated with climatic variability. ","{""ews"":{""gte"":18,""lte"":100},""female"":{""gte"":18,""lte"":100},""general"":{""gte"":18,""lte"":100},""obc"":{""gte"":18,""lte"":100},""sc"":{""gte"":18,""lte"":100},""st"":{""gte"":18,""lte"":100},""widowed"":{""gte"":18,""lte"":100}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,
804,797,sdt-15drpltpws,https://www.myscheme.gov.in/schemes/sdt-15drpltpws,Skill Development Training - 15 Days Recognition of Prior Learning (RPL) Training Programme at Work Site ,"Financial Assistance,Construction Worker,Skill Development,Programme",Telangana,"Social welfare & Empowerment,Skills & Employment","The Telangana Building & Other Construction Workers Welfare Board offers offers a 15-day Recognition of Prior Learning training programme for registered construction workers. The programme aims to enhance the employability of workers, ensuring they meet industry standards for future opportunities. ","{""ews"":{""gte"":18,""lte"":45},""female"":{""gte"":18,""lte"":45},""general"":{""gte"":18,""lte"":45},""obc"":{""gte"":18,""lte"":45},""sc"":{""gte"":18,""lte"":45},""st"":{""gte"":18,""lte"":45},""widowed"":{""gte"":18,""lte"":45}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Construction Worker
805,798,daaa,https://www.myscheme.gov.in/schemes/daaa,Disability Aids and Appliances - Telangana,"Differently Abled Person,Appliances,Tricycle,Artificial Limbs,Construction Worker",Telangana,Social welfare & Empowerment,"The ""Disability Aids and Appliances"" scheme was launched by the Telangana Building & Other Construction Workers Welfare Board, LET&F (Labour) Dept. Telangana to provide artificial limbs, wheelchairs, tricycles, & other fabricated appliances to registered construction workers who have lost their limb","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Construction Worker
806,799,cosftcw,https://www.myscheme.gov.in/schemes/cosftcw,Cost of Spectacle for the Construction Workers  ,"Labour,Building Worker,Construction Worker,Spectacle Purchase",West Bengal,Social welfare & Empowerment,"The “Cost of Spectacle for the Construction Workers” scheme by the BOCW Welfare Board, Labour Department,West Bengal, is a welfare scheme that provides reimbursement for purchasing spectacle to each registered beneficiary if required.
","{""ews"":{""gte"":18,""lte"":60},""female"":{""gte"":18,""lte"":60},""general"":{""gte"":18,""lte"":60},""obc"":{""gte"":18,""lte"":60},""sc"":{""gte"":18,""lte"":60},""st"":{""gte"":18,""lte"":60},""widowed"":{""gte"":18,""lte"":60}}",female,"ews,st,general,obc,sc",false,false,false,true,false,false,Construction Worker
